deprivation,prior_count,density,group,target
-0.72,1,0.185,A,0
-0.02,2,-0.439,B,0
-0.858,0,-0.051,A,0
0.066,1,0.086,A,0
0.239,1,-1.715,A,0
0.757,2,-0.284,A,0
-0.579,2,0.127,A,0
-0.167,1,0.925,A,0
1.189,3,-0.784,A,0
-1.209,2,-0.79,B,0
-2.475,0,-0.857,A,0
-0.653,0,-0.318,A,0
0.61,5,-1.128,B,0
0.083,1,1.327,B,0
-0.956,0,0.776,A,0
0.071,1,2.715,A,0
-0.367,3,-0.531,B,0
-1.566,0,0.86,B,0
-0.34,3,-1.214,A,0
0.745,1,1.47,A,0
-0.278,3,-0.215,A,0
-1.513,1,-0.084,B,0
1.726,7,1.275,B,0
-0.993,3,1.215,A,0
0.373,2,-0.98,B,1
0.835,4,-0.106,A,0
0.422,4,1.425,B,1
-0.232,0,-0.368,A,0
-1.816,1,0.306,A,0
1.172,5,0.538,A,1
-1.167,0,1.409,B,0
0.972,2,0.668,A,0
1.111,2,-0.243,A,1
-1.221,1,-1.963,B,0
-1.236,0,0.704,A,0
-0.393,3,0.172,A,0
0.92,2,1.776,A,1
-0.598,0,0.576,A,0
0.094,0,-0.567,A,0
-0.502,0,-1.246,B,0
0.786,5,-0.172,A,0
-0.635,1,0.363,B,1
-0.721,1,0.105,A,0
-1.032,1,-1.262,B,0
-1.063,1,-2.787,A,0
1.064,4,-0.957,B,1
-0.358,1,-2.439,B,0
-0.951,0,-0.982,B,0
-1.671,1,0.241,A,0
-0.27,0,1.446,A,0
-0.821,2,-2.448,A,1
-1.011,0,-1.025,A,0
-0.774,0,0.395,A,0
0.122,0,-0.451,A,0
-1.161,1,0.163,A,0
-0.306,0,0.377,B,0
0.886,5,-0.412,A,0
-0.553,1,1.205,B,1
-1.064,1,2.429,A,0
1.055,2,-1.067,A,0
-0.088,0,0.927,A,0
-0.175,4,2.108,A,0
0.521,2,1.447,A,0
-0.086,1,-0.689,A,0
0.07,2,-0.328,A,0
-1.571,1,-1.733,A,0
-0.839,0,-0.57,A,0
1.862,3,-0.54,A,1
-1.04,1,0.458,B,1
0.069,2,-1.136,B,0
1.742,0,0.072,A,1
0.687,5,0.208,A,1
0.29,6,-0.466,B,0
-0.802,2,0.838,B,0
-0.623,0,-0.452,A,0
-0.309,0,0.325,A,0
0.337,2,-1.299,A,1
1.273,6,-0.778,A,0
0.118,3,0.96,B,0
-0.571,3,-1.671,A,0
-0.097,2,0.753,B,0
0.521,3,-0.327,B,0
0.337,4,-2.032,A,1
-0.249,1,-0.445,A,0
-1.12,0,0.734,A,0
1.077,3,2.307,A,0
-0.262,1,1.866,A,1
0.245,2,-0.93,A,0
-0.677,1,0.799,B,0
-0.702,2,-0.448,A,1
0.497,4,-0.611,A,0
-1.266,1,1.006,B,0
-1.164,6,0.227,B,0
1.509,3,0.231,B,0
0.826,7,-1.677,B,0
0.417,3,-0.966,A,0
-1.073,4,-0.901,A,0
0.221,4,0.513,B,0
-0.074,1,0.732,B,0
-0.442,3,1.735,A,0
-0.09,2,-0.941,B,0
-1.431,1,1.759,A,0
-2.069,3,-0.26,A,0
0.297,1,0.079,B,0
0.162,1,-0.117,A,0
0.252,0,0.253,A,0
0.77,1,0.697,A,1
0.512,1,1.038,A,1
1.485,2,-0.244,A,0
1.179,3,0.089,A,0
0.058,1,-0.911,B,0
0.158,1,0.678,B,0
0.225,2,0.266,B,0
-1.534,1,-0.777,B,0
0.92,2,-1.243,B,0
0.585,0,0.161,B,0
-1.658,0,1.307,A,0
1.55,8,1.586,A,0
-0.428,1,-1.294,B,0
-0.124,2,0.934,A,0
-0.143,1,0.797,A,0
-0.172,1,1.385,B,0
2.395,8,0.476,A,1
-0.261,0,-0.334,A,0
-0.324,1,0.786,B,0
0.019,3,-2.577,B,1
-0.848,0,-0.992,B,0
0.292,0,-0.87,B,0
-0.821,0,-0.673,B,0
0.501,0,-1.52,A,0
-1.043,0,-0.564,B,0
-0.587,0,-0.554,A,0
-1.005,0,-0.264,B,0
-0.532,0,0.284,A,0
-1.787,2,-1.251,A,0
-2.445,1,-0.453,B,0
-0.322,2,-0.092,A,0
-1.536,1,-1.854,B,0
1.734,4,-0.074,A,1
-0.359,3,0.239,A,1
0.709,1,0.758,A,0
0.309,2,-1.32,B,0
-1.063,3,-0.152,A,0
-0.421,2,1.24,A,0
0.741,2,-1.736,B,0
0.676,3,-0.007,A,0
0.866,0,-1.523,B,0
-0.656,0,-0.43,A,1
0.584,2,-0.805,A,0
-0.605,2,0.374,B,0
1.011,2,-0.295,B,0
0.98,5,-1.277,B,1
-1.374,2,1.523,A,0
0.276,3,0.178,B,0
-1.095,0,0.987,A,0
0.828,4,-1.095,A,0
-1.128,1,-0.393,B,0
0.323,2,0.999,A,0
0.739,3,-0.75,B,0
0.067,3,-0.005,B,0
0.862,4,-0.065,B,0
0.293,0,-2.363,A,0
1.567,2,-0.069,B,0
-1.102,2,-0.419,B,0
-0.384,2,-0.166,A,0
-1.92,0,-0.719,A,0
-0.297,1,-1.289,B,0
-1.187,1,-0.814,A,0
-1.387,2,-0.527,A,0
-1.555,0,0.607,A,0
-0.473,0,-0.56,B,0
0.254,1,0.11,B,0
0.478,3,0.201,B,0
1.002,2,-0.541,B,1
0.944,0,0.971,A,0
-1.129,3,-0.375,B,1
-0.743,0,-0.561,B,0
0.193,1,1.105,A,0
0.209,0,0.137,B,0
1.38,1,-2.392,B,0
-0.288,3,-2.659,B,0
0.768,1,1.593,A,0
-0.143,0,0.083,A,1
0.358,1,-0.174,A,1
0.388,4,-2.219,A,0
-0.022,2,-0.146,B,0
-0.976,2,-1.055,A,0
0.277,2,-0.316,A,1
0.643,0,-0.728,B,0
0.107,1,-0.29,A,0
-2.763,0,0.194,B,0
-0.177,0,0.373,A,0
0.679,1,-0.065,A,0
-0.98,0,0.107,B,0
1.066,4,-1.784,B,0
-0.613,2,-0.084,A,0
-0.32,1,0.207,A,0
0.206,1,-0.079,B,0
-0.921,0,1.486,B,0
0.912,2,-0.264,B,0
1.264,5,-1.324,A,0
-1.1,0,-0.0,B,0
-0.186,2,-0.574,A,0
1.893,3,-1.725,A,0
1.099,3,-0.305,B,1
-1.614,2,1.476,B,0
1.167,3,-0.369,A,0
-3.421,2,1.083,A,0
0.615,0,0.718,B,0
-0.857,1,2.367,A,0
0.46,2,0.454,B,0
0.247,4,0.076,A,0
0.134,2,0.089,B,1
0.586,3,0.278,B,0
-0.496,2,-0.26,A,0
-0.599,2,-0.508,A,0
0.931,6,0.461,B,1
0.006,2,-0.633,B,0
-0.57,0,-1.867,B,0
-0.178,4,-1.31,A,1
-0.265,3,1.647,A,1
-0.346,2,-0.319,A,0
0.443,0,0.768,B,0
-0.87,1,-0.698,A,0
1.521,4,0.889,A,0
0.224,4,0.402,A,1
-1.836,2,1.991,A,0
0.275,1,1.317,A,0
-0.93,1,0.736,B,0
-0.028,4,-0.589,A,0
-0.152,4,-1.176,A,0
0.678,2,-0.14,B,0
0.666,6,0.019,B,0
0.221,0,-0.409,B,0
1.91,3,0.705,B,1
-0.725,0,0.078,B,0
1.366,4,-0.002,B,0
1.393,2,1.524,B,0
0.337,2,0.105,A,1
0.459,4,-1.355,A,0
0.951,0,1.024,B,1
-0.316,0,0.21,B,0
-0.506,1,-0.273,B,1
-0.454,4,-0.956,B,0
0.292,1,1.261,A,1
-0.469,1,1.69,B,0
-0.722,2,-0.672,A,0
-1.036,0,0.298,A,0
-0.984,7,0.439,A,1
-0.64,1,-1.744,B,0
-0.617,3,-0.044,B,0
0.107,1,-1.741,A,1
-0.776,3,-0.018,A,0
0.492,0,2.263,A,1
1.968,5,-1.449,B,1
1.25,5,1.876,B,1
-1.061,1,1.776,A,0
-0.299,1,-0.006,A,0
-1.271,0,0.515,A,0
0.195,1,-0.283,B,0
0.253,0,-0.447,B,0
0.174,3,0.203,A,0
-1.049,0,-0.775,B,0
-0.65,1,0.473,A,0
0.956,4,0.042,A,0
0.397,2,-1.067,A,0
-0.868,1,0.71,B,0
-1.284,0,0.736,A,0
-0.073,4,1.123,B,0
-0.123,2,-0.48,B,0
-1.286,1,1.029,A,0
-0.308,2,2.167,B,0
-0.485,4,0.03,A,0
-0.587,1,0.119,A,0
-0.428,0,0.679,A,0
0.274,1,-2.166,A,0
0.09,2,-1.366,B,0
1.255,2,-0.551,A,0
0.198,3,-0.341,A,0
0.805,4,0.112,B,0
-1.324,2,0.267,A,0
0.152,3,-1.373,B,0
-0.372,4,1.152,B,0
0.724,3,0.333,B,0
0.254,2,0.06,A,0
1.575,1,0.491,A,0
-0.932,0,-0.615,B,0
-0.711,1,-0.239,A,0
0.341,0,-1.083,B,0
-0.13,1,-2.204,A,0
-0.944,0,-0.236,B,0
0.373,1,1.725,A,0
-0.495,2,-0.569,A,0
0.451,4,-1.557,B,1
-1.7,1,0.565,B,0
-0.293,1,-0.479,A,0
0.157,2,0.437,B,0
0.169,2,0.661,A,0
0.699,4,-0.507,B,0
-0.244,1,0.415,B,0
0.448,2,-0.035,A,0
-0.069,2,-1.968,B,1
0.733,2,-0.525,B,0
-1.538,2,-0.83,A,0
-2.604,0,-1.508,B,0
1.254,6,-0.847,B,0
-0.569,0,0.671,B,1
-1.703,1,0.014,A,0
-0.161,2,-1.856,A,0
-0.519,4,-1.111,A,0
0.369,1,0.015,B,0
0.492,6,-0.003,B,0
-0.417,1,-0.32,A,0
0.929,1,0.753,B,0
-1.211,1,0.369,B,0
-2.351,0,-0.571,A,0
0.148,1,-0.675,A,0
-0.258,1,-0.202,B,0
-1.895,1,-2.084,A,0
0.609,4,0.292,A,0
-1.698,3,-1.256,B,0
-0.112,4,1.21,B,0
0.767,1,-1.712,B,1
0.257,3,0.37,A,0
0.2,3,-1.991,A,0
-0.474,0,-0.646,A,0
0.168,3,0.396,A,0
0.509,1,0.917,A,0
-0.645,2,0.867,B,0
-1.131,1,0.687,A,0
0.788,4,0.798,A,0
1.852,6,0.883,B,1
1.495,3,-0.566,B,0
-2.626,0,-0.388,B,0
1.251,1,0.67,A,0
-0.634,0,1.087,B,0
1.801,9,-0.169,B,0
-1.039,0,-0.557,A,0
-1.128,0,-0.59,A,0
-0.05,1,-0.853,A,1
-0.402,2,0.444,B,0
-0.352,1,1.108,A,0
0.943,4,0.459,B,1
1.237,5,-0.044,B,0
-0.944,2,1.892,A,0
1.64,3,-0.019,B,0
-1.231,3,1.369,A,0
-0.604,2,-1.098,B,0
2.533,2,0.209,B,1
0.37,2,-0.989,A,0
-0.657,1,-0.927,A,0
0.264,1,-0.814,A,0
0.706,2,0.061,B,0
0.337,2,-0.464,A,0
1.28,8,-2.071,A,0
-0.865,1,-0.436,A,0
-0.654,2,-0.626,A,0
-0.89,0,-1.749,A,0
-0.831,2,0.453,A,0
0.042,2,0.665,A,0
-1.064,1,0.617,B,0
0.291,2,1.703,A,0
0.633,1,-1.122,A,1
-1.223,0,-1.097,A,0
-0.63,1,-0.034,A,0
-0.51,1,-0.119,A,0
-0.219,1,0.134,B,0
-0.165,2,0.836,A,0
0.905,1,-0.256,A,0
0.98,4,1.033,A,1
-0.808,0,-0.771,B,1
0.692,3,-0.507,A,1
1.375,5,-1.111,B,0
1.21,3,-3.411,A,0
0.205,1,-1.75,B,0
-0.054,2,0.895,A,0
-1.404,0,1.103,A,0
-0.413,2,-1.279,A,0
-1.494,0,0.931,A,0
1.14,1,-2.428,B,0
-0.264,4,-1.031,A,0
-0.086,2,-0.468,B,0
-0.617,2,1.054,A,0
-1.41,0,1.806,A,0
0.713,0,-0.463,A,1
0.502,2,-0.068,B,0
0.934,2,1.041,B,1
-1.752,0,2.248,B,0
1.319,5,1.188,B,1
-0.126,1,-1.21,A,0
0.777,2,0.876,A,0
-2.636,1,-0.646,B,0
0.41,1,1.401,A,1
-0.074,0,0.633,B,0
-0.221,2,-1.023,B,0
-0.098,1,1.105,A,0
-0.596,3,0.529,A,0
-1.412,1,0.398,A,0
-1.264,2,0.03,A,0
0.027,5,-0.524,A,0
1.311,2,0.617,A,0
1.107,3,2.202,B,0
0.23,5,1.908,A,1
-0.489,1,-0.184,B,0
2.063,3,-2.104,B,0
0.681,2,-0.548,B,0
0.595,2,0.146,A,1
-1.332,0,0.285,A,0
0.256,2,0.898,A,0
-1.238,0,0.726,B,0
2.082,2,0.741,B,1
-0.841,2,-0.633,A,0
-0.607,0,-0.523,A,0
-0.649,3,-1.081,A,0
-0.37,3,0.26,A,0
0.67,3,0.865,B,1
0.003,1,1.069,B,0
0.042,1,-2.508,A,0
0.719,4,0.471,A,0
-1.517,2,-1.042,A,0
0.748,4,0.59,A,0
0.135,4,-1.049,B,1
-0.703,3,0.735,B,0
0.132,1,-0.647,B,0
0.113,1,-0.626,B,0
-2.624,1,0.804,B,0
1.375,5,-0.552,B,0
1.209,6,0.959,B,0
-1.306,0,0.742,A,0
-0.756,2,-0.111,A,0
1.354,1,-0.454,B,0
0.664,2,1.276,A,0
0.389,1,0.83,A,0
0.436,4,1.642,A,0
0.374,2,-1.743,A,0
-1.065,1,-0.289,A,0
-0.565,2,-0.455,B,0
0.997,2,0.512,A,0
0.656,1,-0.949,A,1
0.284,0,-0.808,B,0
-0.648,1,0.041,A,0
0.989,2,-1.876,A,0
-0.967,1,-2.012,A,0
1.481,3,-0.115,B,1
-0.725,0,2.654,A,0
-0.872,2,0.114,A,0
0.03,1,-0.377,A,0
0.213,0,0.431,A,0
0.097,3,0.578,A,0
-1.323,0,-0.128,A,0
0.422,2,-0.676,A,0
0.979,4,-1.568,B,0
-0.081,4,0.901,A,1
-1.546,2,-0.471,B,0
-0.211,1,0.474,B,1
-1.133,0,1.057,B,0
-1.932,3,-0.307,B,0
-0.548,5,-1.465,B,0
1.624,1,-0.226,A,0
-0.083,1,-0.156,A,0
-0.273,3,0.495,A,1
0.71,5,-0.572,B,0
0.611,2,-0.623,A,0
-1.466,1,-0.386,A,0
1.869,6,0.372,B,1
0.198,1,0.9,A,0
0.907,4,2.333,B,1
-0.595,3,1.929,A,0
-1.955,1,-0.134,A,0
-0.117,1,-0.719,A,0
-1.102,1,-0.623,A,0
1.171,4,-1.313,A,0
-1.417,0,0.124,B,0
0.027,2,-0.99,B,0
0.599,4,-1.107,B,0
0.425,2,-1.041,A,0
-0.501,0,0.888,B,1
-1.78,2,-0.083,A,0
-1.507,0,-1.363,A,0
-0.757,1,0.881,A,0
-1.41,1,1.191,A,0
-0.075,3,-0.46,B,0
-0.763,3,-0.784,B,0
-1.293,0,-0.872,B,0
-1.423,1,0.265,A,0
-1.592,2,0.912,B,0
-0.056,0,0.169,B,0
-0.734,1,-1.346,B,1
0.026,0,1.064,A,0
-0.077,1,-0.054,A,0
-0.203,1,-0.201,A,0
0.647,0,0.431,B,0
-1.473,2,1.043,B,0
0.653,6,-1.139,B,1
0.393,2,-1.342,A,0
-0.198,3,-0.048,A,0
-0.808,0,-0.036,B,0
0.04,2,0.902,A,1
0.449,4,1.268,B,0
-1.4,1,-0.503,A,0
0.61,0,0.328,B,1
1.739,7,0.459,B,1
-0.065,4,0.557,B,1
1.303,3,-1.621,A,0
0.475,4,0.522,B,0
0.263,1,-0.831,A,0
-0.701,0,0.572,A,0
-0.341,4,-1.157,A,0
-0.981,2,0.059,B,0
0.943,5,-0.31,A,1
-0.745,1,2.13,A,0
1.762,4,-0.897,B,0
0.438,6,-0.972,B,0
0.394,2,1.464,A,0
-1.324,2,0.847,A,0
0.665,3,0.238,A,0
-0.22,0,-0.52,B,1
-0.564,1,-1.193,B,0
-0.656,1,-0.474,A,0
-1.241,1,-0.58,A,0
0.01,3,-0.745,A,0
-0.167,1,-0.557,A,1
-1.314,2,-0.603,A,0
0.515,2,0.92,A,0
2.128,1,-1.436,B,0
-1.424,2,0.351,A,0
-0.113,3,0.226,A,0
1.658,2,-0.107,B,0
-0.777,3,0.626,A,0
0.44,3,0.388,A,1
0.393,2,0.06,A,0
0.658,3,1.063,A,1
1.833,3,-2.496,B,0
-1.79,1,2.151,B,0
0.191,6,1.134,A,0
-0.501,0,1.687,A,0
-0.04,2,-0.911,A,0
0.045,0,0.038,A,0
-0.294,0,0.28,A,0
-1.087,0,-0.401,A,0
-1.019,0,0.151,B,0
2.126,2,0.235,A,0
-1.382,4,-1.227,B,0
1.227,2,0.715,B,0
-1.035,0,0.633,B,0
0.095,1,-0.703,A,0
1.968,3,-1.324,A,0
0.795,3,0.104,B,1
-1.438,0,-0.844,B,0
-0.337,1,0.269,B,0
-0.026,2,-0.793,A,0
1.031,4,1.498,A,0
0.047,3,-0.687,A,1
-0.159,0,-0.894,A,0
1.72,5,0.024,A,0
1.58,5,-1.599,B,0
0.699,6,-0.866,B,1
-0.626,4,-1.656,A,0
-2.651,0,0.212,B,0
-1.279,2,0.928,B,1
-1.544,2,-0.43,A,0
-0.061,5,1.254,B,1
0.938,0,-0.85,A,0
1.976,3,-0.466,A,0
1.274,8,0.895,A,1
-0.71,1,0.716,B,1
0.254,8,0.456,A,0
0.402,1,1.11,A,0
-1.559,0,-0.051,B,0
-0.874,2,0.303,B,0
-0.431,3,-0.681,B,0
2.13,7,1.926,A,1
0.386,0,-0.45,B,0
-1.315,0,-0.213,A,0
-0.425,0,0.21,A,0
0.449,3,0.667,A,1
-0.251,2,0.657,A,0
-0.356,2,-2.709,A,0
0.732,0,1.767,B,1
1.401,3,1.61,B,0
1.216,0,1.252,A,1
-0.3,1,0.147,B,0
-0.165,3,1.248,B,0
-0.309,1,0.262,A,0
1.056,6,0.25,A,1
-0.389,2,0.698,B,0
-1.923,1,0.543,A,0
0.482,1,1.024,A,0
0.529,3,-2.152,A,0
-0.405,0,-0.089,B,1
1.853,4,-1.221,A,1
-0.542,4,0.931,A,0
1.418,3,-0.912,A,1
-1.339,3,-0.283,A,0
0.276,0,0.936,B,0
-0.809,1,1.308,A,0
-0.073,5,0.883,B,1
0.762,7,0.753,A,0
-0.57,1,-1.187,A,0
-0.698,2,-1.017,A,0
-0.223,1,-1.34,A,0
3.76,5,-1.056,A,0
0.202,1,0.158,A,0
0.143,1,1.006,A,0
0.435,2,1.002,B,1
-1.716,0,-1.852,B,0
0.921,2,-0.036,A,0
0.711,1,-0.274,A,0
-1.784,2,-2.317,A,0
2.404,7,0.83,A,1
0.003,3,0.802,A,0
-1.117,1,-0.608,B,0
0.314,2,-0.31,B,1
-0.909,2,0.145,B,0
-1.61,1,0.414,B,0
-0.273,0,-0.649,B,0
-0.228,3,-0.859,B,0
-1.575,1,-1.086,A,0
-0.78,0,1.489,B,0
-1.033,1,1.22,A,0
-0.357,1,-1.092,A,0
0.648,3,-0.896,A,0
0.141,1,-1.061,A,0
-0.033,0,-1.485,B,0
-1.825,2,1.951,A,0
-0.028,0,-0.734,A,0
-1.088,0,0.76,B,0
-1.718,2,-0.339,B,0
0.878,4,-0.22,B,0
-1.331,1,-0.289,B,0
0.094,2,0.367,A,1
-0.487,0,-0.185,A,0
-0.954,0,0.745,A,0
1.22,4,1.155,A,0
-0.6,1,-0.62,B,0
-0.533,0,0.204,B,0
-0.735,1,-1.634,B,0
0.176,1,-0.522,A,0
-0.16,1,0.018,A,0
-0.702,4,-0.199,A,0
-0.923,0,-0.109,A,0
-0.041,4,0.517,A,0
-0.65,2,0.725,A,0
1.725,3,-2.126,A,0
-0.525,0,0.183,A,0
0.334,2,-0.315,B,0
-0.091,3,-0.482,A,0
-0.289,0,1.396,A,0
0.899,4,-1.757,B,0
0.58,6,-0.053,A,0
0.561,5,1.439,B,0
0.55,2,0.072,B,0
-1.614,0,-0.95,A,0
0.441,4,-0.216,A,0
-0.247,1,1.771,A,0
-0.513,4,1.172,B,0
3.46,13,-0.518,A,1
-1.474,1,1.535,B,1
-0.091,3,0.637,B,1
-0.171,0,-2.542,B,0
-0.082,2,-0.106,B,1
-1.014,3,1.825,A,0
0.225,2,-0.157,B,0
-1.124,0,1.521,A,0
0.284,2,-1.434,A,0
0.157,1,-1.309,B,0
-0.244,2,1.133,A,0
-0.073,0,0.852,B,1
1.584,1,-0.026,A,0
0.578,4,0.869,A,0
0.173,2,-0.593,A,0
0.425,2,-1.126,A,0
0.04,0,0.387,B,1
0.552,2,-0.287,A,0
-0.606,2,0.417,A,0
2.211,9,0.206,A,1
0.188,1,-0.335,A,0
2.826,8,1.884,A,1
2.217,7,-1.038,A,1
-0.504,2,0.153,B,1
0.24,6,-0.093,B,1
0.366,2,0.307,A,0
0.934,4,0.047,B,0
0.131,4,1.08,B,0
1.207,4,0.313,B,1
-1.759,1,-0.651,A,0
-0.61,1,-1.027,B,0
-0.191,1,-0.769,A,1
-0.667,3,-0.813,A,0
-1.732,0,0.679,B,0
0.884,0,-0.083,A,0
-1.107,1,0.395,B,1
-0.674,0,-1.378,A,0
0.755,6,-0.316,A,1
1.224,1,0.483,B,0
-0.566,2,1.04,A,0
-1.037,2,-1.485,A,0
-0.813,2,1.568,A,1
1.115,2,1.441,A,1
1.171,3,1.018,A,1
0.337,4,1.265,B,0
0.247,3,-0.378,B,0
-1.319,0,-0.798,A,0
0.465,4,0.085,A,0
0.786,6,0.301,A,0
0.165,1,-0.625,B,0
0.202,5,0.589,A,0
-1.032,2,1.41,A,0
1.168,0,0.895,B,0
-1.359,1,0.047,A,0
-0.017,5,-2.44,B,0
0.458,0,-1.536,A,0
1.141,3,-0.094,A,1
1.054,4,0.642,B,0
1.139,3,-1.422,B,0
-0.302,2,0.096,A,0
2.324,6,0.711,A,1
1.088,2,-0.065,B,0
-0.353,1,-0.621,A,0
-0.288,0,-1.483,B,1
0.76,5,0.773,A,0
-0.467,0,-0.654,B,0
-1.277,1,1.646,B,0
0.083,3,0.177,B,0
-2.272,1,0.369,A,0
0.358,1,0.833,B,1
0.638,5,-0.364,A,0
-0.266,2,0.47,A,0
1.15,4,-0.646,B,0
0.852,0,-0.801,A,0
-1.019,2,-0.911,A,0
0.044,3,-0.489,B,0
-0.519,0,2.058,B,0
-0.323,1,-0.904,B,0
1.146,2,0.614,A,0
0.625,4,-0.227,A,0
-0.718,1,-1.136,A,0
0.224,2,0.791,B,0
-0.756,2,-0.503,A,0
-0.485,0,-0.446,B,0
1.539,3,1.083,B,1
2.547,7,-0.262,B,1
1.779,2,0.224,A,1
0.277,4,-0.028,A,1
0.184,4,-0.094,A,0
1.019,2,-1.32,A,0
0.102,0,0.858,B,0
-1.426,3,0.222,B,0
1.819,3,0.814,A,1
-1.188,3,0.115,A,0
1.208,4,1.056,A,0
0.76,4,0.152,A,0
1.86,2,1.372,B,1
0.863,2,-0.906,B,0
-0.588,0,-0.791,B,0
1.085,0,1.787,A,1
-0.363,1,0.827,B,0
-0.977,1,1.866,A,0
-1.832,1,0.613,A,0
-0.124,3,-0.278,B,1
-1.689,1,1.867,A,0
1.437,7,-1.819,B,0
-1.571,3,0.8,A,0
-0.38,2,-2.54,B,0
-0.337,0,1.506,B,0
0.172,2,-1.028,A,0
-0.867,0,-0.306,A,0
1.135,1,-0.967,A,0
0.163,2,0.592,B,0
-0.018,1,-0.185,A,0
-0.65,3,1.382,B,0
0.55,4,-0.659,A,0
1.397,4,-1.181,B,1
2.695,8,-0.471,B,1
-0.941,1,1.638,B,0
-0.136,1,1.043,A,0
-1.907,5,1.157,B,0
0.68,3,-0.551,B,0
-1.365,0,-1.32,B,0
0.275,3,1.422,B,1
1.235,4,-1.378,A,0
-0.412,1,0.006,A,0
-0.932,1,-0.665,A,0
1.318,5,0.075,B,0
0.711,1,-1.709,B,1
-1.13,1,0.851,A,0
0.14,2,1.371,A,1
-0.854,2,1.045,A,0
1.061,1,-1.113,B,0
0.123,2,0.434,A,1
1.528,4,-0.171,B,0
-0.932,3,-0.001,B,0
0.227,1,1.659,A,0
-0.012,4,-0.435,B,0
0.255,4,0.679,B,1
-0.566,2,-1.745,B,0
-2.251,1,0.072,A,0
0.679,4,0.931,B,0
0.054,1,-0.15,A,0
-0.831,0,0.615,A,0
-0.502,0,-0.811,A,0
-1.169,0,-0.466,A,0
-1.858,0,-0.135,A,0
1.039,7,-0.542,B,1
0.572,3,0.898,A,0
-1.351,1,1.093,B,0
2.525,11,0.648,B,0
-1.127,2,-2.532,A,1
0.715,5,-0.318,A,0
0.004,0,0.842,A,0
-1.263,0,-0.164,B,1
0.35,0,-0.223,B,0
-0.184,2,0.935,B,0
-0.637,2,0.987,B,1
1.319,2,0.599,A,0
0.624,3,-1.488,A,0
0.719,2,-1.119,A,0
-0.215,2,0.393,A,1
0.352,0,-2.08,B,0
-0.027,3,1.64,B,1
0.499,4,0.136,B,0
-0.972,1,-0.704,A,0
-2.374,1,-0.532,A,0
1.356,4,1.207,B,1
-0.015,3,-1.26,A,0
0.572,3,-1.923,A,0
-0.684,2,-0.993,A,0
-0.224,1,0.295,A,0
1.52,9,1.602,A,1
0.364,1,1.217,A,0
2.205,6,-0.436,A,0
0.892,5,0.283,A,0
-0.668,3,0.348,A,0
0.442,3,0.222,B,1
1.682,2,-1.969,A,0
0.22,5,-0.314,A,0
0.645,2,0.79,B,1
1.413,4,1.866,B,1
-2.345,0,0.398,A,0
0.701,3,1.093,A,0
1.347,5,0.883,B,0
-0.768,0,-0.38,A,0
1.045,2,-1.336,A,0
-0.005,2,1.132,A,0
-1.692,0,1.852,B,0
0.791,3,-0.422,A,0
-0.01,1,1.192,B,0
-0.074,2,0.15,B,0
0.646,4,-1.38,A,1
-0.949,1,0.047,B,0
0.772,0,-0.568,A,0
-0.912,0,0.443,B,0
1.513,4,0.399,A,1
1.139,3,-0.645,A,0
1.538,3,-1.308,B,0
0.464,4,-0.458,B,0
-0.424,2,1.55,A,0
-0.721,0,-1.174,B,0
-0.781,1,0.725,A,0
-0.173,1,0.599,A,0
-0.686,0,-0.552,A,0
0.325,2,-0.843,B,0
-0.805,1,0.594,A,0
-0.622,2,-0.028,A,0
-0.381,2,-0.503,A,0
-0.776,2,0.472,B,0
-0.342,2,1.626,A,0
0.584,4,1.24,A,1
-0.884,2,0.129,B,0
-1.204,0,-3.38,B,0
-0.178,3,-0.239,A,0
-1.139,1,-1.004,B,0
1.337,6,-0.204,A,0
-0.699,1,-0.349,A,0
0.048,3,-0.316,A,0
0.454,3,1.076,B,0
-1.262,0,-0.228,B,0
-0.845,0,-0.271,B,0
-0.63,0,0.477,B,0
0.782,2,-1.058,B,0
1.832,2,-0.338,B,0
1.856,5,-1.37,A,0
1.273,4,0.623,B,0
-1.24,1,0.232,A,0
-0.876,0,2.069,A,0
1.387,5,-1.634,A,1
1.526,2,0.97,B,0
0.796,2,-1.753,B,1
0.806,5,-0.996,A,0
-0.429,1,-2.146,B,0
1.716,6,0.069,B,0
-0.731,1,0.273,B,0
-1.611,0,-0.322,B,0
0.801,4,-2.185,A,1
-0.583,0,-0.533,A,0
-1.299,3,0.129,A,0
0.878,0,-0.915,A,0
-1.828,1,-0.028,A,0
0.454,3,1.081,A,0
-0.447,1,-0.574,B,0
1.601,2,-1.087,A,0
0.457,2,-0.081,B,1
1.074,3,1.816,A,1
-1.084,0,0.505,A,0
-1.694,0,-1.509,B,0
-0.362,1,1.356,B,0
0.612,2,-0.414,B,0
0.071,1,-0.234,B,0
1.151,4,-1.289,B,1
0.546,2,0.148,A,0
-1.049,0,-1.954,A,0
0.465,2,-1.127,B,0
0.172,1,0.608,A,0
1.271,1,0.127,A,0
-0.926,0,-0.754,B,0
-0.663,2,-0.194,A,0
0.397,2,0.697,B,0
1.414,4,0.383,A,0
-0.199,1,0.662,A,0
0.597,1,-1.188,A,1
0.035,2,-0.708,A,1
-0.042,0,1.935,A,0
1.152,4,-0.397,B,1
0.11,4,-0.46,A,0
-0.443,1,0.123,A,0
-0.502,1,0.221,A,0
-0.307,4,-0.997,A,0
-0.692,2,-2.489,A,0
-0.238,2,-0.322,A,0
0.059,1,-0.019,B,0
